id,appeal_id,text,modified_text,content_type,true_toxicity,correct_action,noisy_toxicity_score,confidence_level,follower_bucket,group,is_adversarial,user_id,day,violation_history,last_action,escalation_level,original_action_taken,should_reverse,label
164,164,"""the root isn't """"wet"""", it is most peculiarly """"wāt"""".
The long o is not """"the lengthened o-grade of the short e in the ablaut system your author didn't like very well"""". The long o is the Germanic reflex of pre-Germanic long a. """"Wōdinaz"""" is proto-Germanic, not pre-Germanic. The pre-Germanic is """"Wātinos"""". The difference between the two also drives home the point of making a distinction between pre-Germanic and proto-Germanic. As for the barred d for the proto-Germanic /d/ phoneme, that's just one possible convention for writing proto-Germanic. Take it up with our Proto-Germanic article, we should aim for some consistency across articles. 
As for a source, I agree that Pokorny is just useful for an overview of non-Germanic cognates, not for an in-depth discussion of Germanic etymology. For that, we have the perfectly academic, recent and insightful article by Rübekeil, which has been referenced in plain views since about 2006.  (𒁳) 

""","""the root isn't """"wet"""", it is most peculiarly """"wāt"""".
The long o is not """"the lengthened o-grade of the short e in the ablaut system your author didn't like very well"""". The long o is the Germanic reflex of pre-Germanic long a. """"Wōdinaz"""" is proto-Germanic, not pre-Germanic. The pre-Germanic is """"Wātinos"""". The difference between the two also drives home the point of making a distinction between pre-Germanic and proto-Germanic. As for the barred d for the proto-Germanic /d/ phoneme, that's just one possible convention for writing proto-Germanic. Take it up with our Proto-Germanic article, we should aim for some consistency across articles. 
As for a source, I agree that Pokorny is just useful for an overview of non-Germanic cognates, not for an in-depth discussion of Germanic etymology. For that, we have the perfectly academic, recent and insightful article by Rübekeil, which has been referenced in plain views since about 2006.  (𒁳) 

""",general,0,0,0.0,1.0,0,A,0,0,0,0,0,0,0,0,0
165,165,"""

Sorry for the delayed response.  An NeTi comes from Jung, the common parent.  It means what Jung says it means.  Socionics is not free to redefine what NeTi means either in a general sense.  Again the more reliable sources have a meaning for NeTi.  If you want to use words in non standard ways that needs to be explicated Socionics can define things however it wants within the field but you cannot make the assertion that an ISFP is Si-Fe and not Fi-Se.  It makes no difference what socionics literature says on this point, the more reliable souces have it the other way around.  That's why we need to clearly seperate ISFp and ISFP.  Talk ""","""

Sorry for the delayed response.  An NeTi comes from Jung, the common parent.  It means what Jung says it means.  Socionics is not free to redefine what NeTi means either in a general sense.  Again the more reliable sources have a meaning for NeTi.  If you want to use words in non standard ways that needs to be explicated Socionics can define things however it wants within the field but you cannot make the assertion that an ISFP is Si-Fe and not Fi-Se.  It makes no difference what socionics literature says on this point, the more reliable souces have it the other way around.  That's why we need to clearly seperate ISFp and ISFP.  Talk """,general,0,0,0.1258,0.8742,1,B,0,0,0,0,0,0,0,0,0
166,166,"heh, it's a bit of a copy of Wikipedia:WikiProject Professional wrestling, but I thought it look a bit tidy and better that way.","heh, it's a bit of a copy of Wikipedia:WikiProject Professional wrestling, but I thought it look a bit tidy and better that way.",general,0,0,0.0,1.0,0,A,0,28,5,1,0,0,0,0,0
167,167,What the fuck is your problem?,What the fuck is your problem?,sexual,1,0,0.3897,0.8603,0,B,0,0,0,0,0,0,0,1,1
168,168,"""==Please don't be silly==

 Please don't monkey about with joke edits, such as your edit to Dublin Super Cup. We try hard here to produce something we can all be proud of, and silliness doesn't help. Articles are monitored, and users messing around could be blocked. Why not try contributing something useful instead? Have a look at the links below and get stuck in properly:
    The five pillars of Wikipedia
    How to edit a page
    Help pages
    Tutorial
    How to write a great article
    Manual of Style
    Fun stuff...
Thanks – and enjoy yourself as a responsible Wikipedian!    ""","""==Please don't be silly==

 Please don't monkey about with joke edits, such as your edit to Dublin Super Cup. We try hard here to produce something we can all be proud of, and silliness doesn't help. Articles are monitored, and users messing around could be blocked. Why not try contributing something useful instead? Have a look at the links below and get stuck in properly:
    The five pillars of Wikipedia
    How to edit a page
    Help pages
    Tutorial
    How to write a great article
    Manual of Style
    Fun stuff...
Thanks – and enjoy yourself as a responsible Wikipedian!    """,humor,0,0,0.0577,0.9423,1,B,0,0,0,0,0,0,0,0,0
169,169,"Pete, piss off. Macosal asked a polite question. I happen to know (a fair bit of) the answer, so I gave him a polite answer. I hope it helps him understand. I'm not pretending that I have sources for all of this. I'm not asking that it be added to the article. I'm sharing knowledge. It's something I do. Reject it if you choose. I cannot comprehend why you would, but people surprise me every day. (Oh, and there's little opinion in my post. Most of it is pure fact. A fact is still a fact whether it's sourced or not.)","Pete, piss off. Macosal asked a polite question. I happen to know (a fair bit of) the answer, so I gave him a polite answer. I hope it helps him understand. I'm not pretending that I have sources for all of this. I'm not asking that it be added to the article. I'm sharing knowledge. It's something I do. Reject it if you choose. I cannot comprehend why you would, but people surprise me every day. (Oh, and there's little opinion in my post. Most of it is pure fact. A fact is still a fact whether it's sourced or not.)",personal,1,0,0.1765,0.9765,1,A,0,0,0,0,0,0,0,1,1
170,170,"HUNS

I CITED PERFECTLY GOOD SOURCES YOU FUCKING PIECE OF SHIT. LEAVE ME THE FUCK ALONE. YOU DON'T KNOW EVERYTHING BUT YOU THINK YOU DO JUST BECAUSE YOU ONCE DID SOMETHING GOOD FOR WIKIPEDIA. I CITED GOOD SOURCES GO AND FUCKING LOOK AT THEM. FUCK OFF YOU LOW LIFE CUNT.","HUNS

I CITED PERFECTLY GOOD SOURCES YOU FUCKING PIECE OF SHIT. LEAVE ME THE FUCK ALONE. YOU DON'T KNOW EVERYTHING BUT YOU THINK YOU DO JUST BECAUSE YOU ONCE DID SOMETHING GOOD FOR WIKIPEDIA. I CITED GOOD SOURCES GO AND FUCKING LOOK AT THEM. FUCK OFF YOU LOW LIFE CUNT.",sexual,1,2,0.6439,0.9939,0,A,0,18,5,4,0,3,2,0,1
171,171,"Thank you for showing me just how much of JACKASS ALL Wikipedia gardeners are. I mean, I'd heard stories, but you guys really SUCK. See ya...lost another Wikipedia editor...","Thank you for showing me just how much of JACKASS ALL Wikipedia gardeners are. I mean, I'd heard stories, but you guys really SUCK. See ya...lost another Wikipedia editor...",general,1,0,0.2018,0.9018,0,B,0,0,0,0,0,0,0,1,1
172,172,dawg you better shut up dont make fun of the US even though im not American aand DONT BE CALLING ME NO FUCKING DISHWASHER OR KICK YOUR FUCKING MONKEY ASS,dawg you better shut up dont make fun of the US even though im not American aand DONT BE CALLING ME NO FUCKING DISHWASHER OR KICK YOUR FUCKING MONKEY ASS,sexual,1,1,0.6669,0.9331,0,B,0,0,0,0,0,0,1,0,1
173,173,"""::Guys, you are the abusive - and dare I say quite correctly in English - the ignorant editors. You are ignoring what is being asked of you. Ignoring the consensus. Look what you are doing, if you do not get your way you cry """" help me """", """" Eurocentric """", """" vandalism """", but you go on to vandalise others. Enjoy your own company but go troll somewhere else. 

""","""::Guys, you are the abusive - and dare I say quite correctly in English - the ignorant editors. You are ignoring what is being asked of you. Ignoring the consensus. Look what you are doing, if you do not get your way you cry """" help me """", """" Eurocentric """", """" vandalism """", but you go on to vandalise others. Enjoy your own company but go troll somewhere else. 

""",humor,1,0,0.1318,0.9318,0,A,0,21,8,3,0,3,0,1,1
174,174,"What are you doing? 

Dude why did you delete those eagle covers? I uploaded better versions.","What are you doing? 

Dude why did you delete those eagle covers? I uploaded better versions.",general,0,0,0.0,1.0,0,A,0,0,0,0,0,0,0,0,0
175,175,"YOU BRAINLESS EDITORS 

You idots are probably majority white.

I put a relevant post up called NIGGER CRACKERS, which is a readily used and historically used Racial Epithet, in Northern America and you try to discredit me and pose to ban me from editing. 

If the term NIGGER CRACKER can't be posted, then the term NIGGER should be taken down. 

If NIGGER isn't taken down, or NIGGER CRACKER isn't allowed up, wikipedia will be facing the biggest law suit of our day and age.

Don't threaten my posts again as well.

I'm awaiting rapid feedback or my lawyer will be in touch.","YOU BRAINLESS EDITORS 

You idots are probably majority white.

I put a relevant post up called NIGGER CRACKERS, which is a readily used and historically used Racial Epithet, in Northern America and you try to discredit me and pose to ban me from editing. 

If the term NIGGER CRACKER can't be posted, then the term NIGGER should be taken down. 

If NIGGER isn't taken down, or NIGGER CRACKER isn't allowed up, wikipedia will be facing the biggest law suit of our day and age.

Don't threaten my posts again as well.

I'm awaiting rapid feedback or my lawyer will be in touch.",hate_speech,1,1,0.2083,0.8083,0,A,0,0,0,0,0,0,1,0,1
176,176,"Kind Sir, why dont you try to lick my butthole and put a trampoline up yours 

thank you.","Kind Sir, why dont you try to lick my butthole and put a trampoline up yours 

thank you.",general,1,0,0.3259,0.9741,1,B,0,0,0,0,0,0,0,1,1
177,177,"Blocked me yet lol 

Id Like to ask if you like chicken )","Blocked me yet lol 

Id Like to ask if you like chicken )",humor,1,0,0.4369,0.7631,1,A,0,0,0,0,0,0,0,1,1
178,178,"Tard, my IP changes every time I reset my router. Your a wiki Nazi.","Tard, my IP changes every time I reset my router. Your a wiki Nazi.",hate_speech,1,0,0.224,0.976,0,B,0,0,0,0,0,0,0,1,1
179,179,I too could claim that you are Ghrila's sock puppet and so is Grafkm_fr and Kuban Kazak since you are all non-NPOV pushing Russophiles.,I too could claim that you are Ghrila's sock puppet and so is Grafkm_fr and Kuban Kazak since you are all non-NPOV pushing Russophiles.,news_info,0,0,0.0,1.0,0,A,0,0,0,0,0,0,0,0,0
180,180,"restore my changes and protect Greek alphabet and its templates from other editors, but not from me - I wanted only add missing letters and nothing more","restore my changes and protect Greek alphabet and its templates from other editors, but not from me - I wanted only add missing letters and nothing more",general,0,0,0.0429,0.9571,0,B,0,0,0,0,0,0,0,0,0
181,181,"lo$er 

no one likes you, go kill yourself","lo$er 

no one likes you, go kill yourself",threat,1,0,0.4459,0.8041,0,A,0,0,0,0,0,0,0,1,1
182,182,"I understand it is not the forum to invite discussions, I guess what I mentioned above would make some people think though.","I understand it is not the forum to invite discussions, I guess what I mentioned above would make some people think though.",general,0,0,0.0329,0.9671,0,A,0,0,0,0,0,0,0,0,0
183,183,"But me like it, it is my fav-our-rite. Just like TehKewl likes to smear shit on his chest whilst masturbating to nude pictures of Justin Timberlake.","But me like it, it is my fav-our-rite. Just like TehKewl likes to smear shit on his chest whilst masturbating to nude pictures of Justin Timberlake.",sexual,1,0,0.2384,0.9384,0,B,0,0,0,0,0,0,0,1,1
184,184,Actually I need to go now so if someone else could do it that'd be great.  Thanks.,Actually I need to go now so if someone else could do it that'd be great.  Thanks.,personal,0,0,0.1659,0.8341,1,B,0,0,0,0,0,0,0,0,0
185,185,"CIA and Macau
CIA defines Macau as developing territories is based on the data provided on 2003 and it isn't updated yet according to the data provided by 2006, DSEC.  For the data CIA using to describe for Macau is 2005, that is the year before last year.  I am not sure if Macau is one of a member of IMF but surely it is one of the founder member of WTO.","CIA and Macau
CIA defines Macau as developing territories is based on the data provided on 2003 and it isn't updated yet according to the data provided by 2006, DSEC.  For the data CIA using to describe for Macau is 2005, that is the year before last year.  I am not sure if Macau is one of a member of IMF but surely it is one of the founder member of WTO.",news_info,0,0,0.0643,0.9357,0,A,0,30,6,3,0,1,0,0,0
186,186,"Bananas
Will you PLEASE leave my entries alone.  Dumbass.","Bananas
Will you PLEASE leave my entries alone.  Dumbass.",general,1,0,0.4304,0.7696,0,A,0,0,0,0,0,0,0,1,1
187,187,"I'll only do that when they're not jerks.  Otherwise, no.  Jerk. 99.164.68.102","I'll only do that when they're not jerks.  Otherwise, no.  Jerk. 99.164.68.102",general,1,0,0.2775,0.9725,0,A,0,0,0,0,0,0,0,1,1
188,188,"Stop your nonsense. 

It is clear that you lack the intelligence to know and identify famous historical han chinese people, so you edited the han chinese page and changed the infobox, changing a famous scientist like Zhang Heng to an actress that nobody in the world cares.","Stop your nonsense. 

It is clear that you lack the intelligence to know and identify famous historical han chinese people, so you edited the han chinese page and changed the infobox, changing a famous scientist like Zhang Heng to an actress that nobody in the world cares.",news_info,1,0,0.0163,0.8163,1,A,0,0,0,0,0,0,0,1,1
189,189,"(Of course, WP:MOS is not required for GAN; WIAGA was updated recently to make that clear.)","(Of course, WP:MOS is not required for GAN; WIAGA was updated recently to make that clear.)",general,0,0,0.0,1.0,0,A,0,23,7,3,0,0,0,0,0
190,190,It is already linked to on the page. Anyone editing the article who had any sense would have thought of visiting that page first before making any edits. The facebook page was put there by the National Federation of Cypriots. It's own website is still under construction and the section on UK Cypriot history is incomplete.,It is already linked to on the page. Anyone editing the article who had any sense would have thought of visiting that page first before making any edits. The facebook page was put there by the National Federation of Cypriots. It's own website is still under construction and the section on UK Cypriot history is incomplete.,news_info,0,0,0.2476,0.7524,0,B,0,0,0,0,0,0,0,0,0
191,191,"Ireland 

Hi, the consensus and compromise made at Talk:Republic of Ireland was to pipe ROI to Ireland like this [[Republic of Ireland|Ireland]]. Please refrain from reverting editors who are implementing this edit. Please be aware that consensus has changed and that your edits could be seen as vandalism. Thank you.194.125.71.23","Ireland 

Hi, the consensus and compromise made at Talk:Republic of Ireland was to pipe ROI to Ireland like this [[Republic of Ireland|Ireland]]. Please refrain from reverting editors who are implementing this edit. Please be aware that consensus has changed and that your edits could be seen as vandalism. Thank you.194.125.71.23",news_info,0,0,0.2585,0.7415,1,A,0,0,0,0,0,0,0,0,0
192,192,""": Concerning the prose: """"McGillivray’s many endurance events for charity are legendary""""—peacok term; """"to promote physical fitness in children and help solve the epidemic of childhood obesity""""—puffery, Epidemic?; """"Each year he runs his birthday age in miles, starting when he was 12, and has not missed one yet.""""—not promotional, but also not encyclopedic, recentism; """"He was born on Aug. 22, 1954 – you can do the math.""""—again not an appropriate neutral tone; """"motivating readers to never underestimate their own ability to set and achieve goals""""—POV; """"The book is available from Amazon""""—promotion, serves no encyclopedic purpose; """"A skilled motivational speaker, McGillivray has displayed his signature ability to engage and inspire listeners to more than 1,600 audiences from corporate executives to high school students.""""—POV and promotional; """"and in 2009 the prestigious """"Jimmy Award"""" by the Jimmy Fund""""—POV, peacock term; """"In addition to running one of the top race management firms in the U.S""""—uncited claim, top firm according to whom? Need I go on? 

Concerning inline references: Inline refs should go at the end of the sentence they support, after punctuation. You have formatted some of them correctly but there is also a number at them sitting at the top of the submission that don't seem to be doing anything. Also, in the first paragraph there is an external link acting an inline reference, this should be re-formatted. Additionally, the submission currently displays as a wall of text and should be broken into section in the format of a Wikipedia article—see WP:MOS. The 'bull points' (•) should be removed. If you are struggling with editing in Wikimarkup, check out the cheatsheet for help.  talk to me 

""",""": Concerning the prose: """"McGillivray’s many endurance events for charity are legendary""""—peacok term; """"to promote physical fitness in children and help solve the epidemic of childhood obesity""""—puffery, Epidemic?; """"Each year he runs his birthday age in miles, starting when he was 12, and has not missed one yet.""""—not promotional, but also not encyclopedic, recentism; """"He was born on Aug. 22, 1954 – you can do the math.""""—again not an appropriate neutral tone; """"motivating readers to never underestimate their own ability to set and achieve goals""""—POV; """"The book is available from Amazon""""—promotion, serves no encyclopedic purpose; """"A skilled motivational speaker, McGillivray has displayed his signature ability to engage and inspire listeners to more than 1,600 audiences from corporate executives to high school students.""""—POV and promotional; """"and in 2009 the prestigious """"Jimmy Award"""" by the Jimmy Fund""""—POV, peacock term; """"In addition to running one of the top race management firms in the U.S""""—uncited claim, top firm according to whom? Need I go on? 

Concerning inline references: Inline refs should go at the end of the sentence they support, after punctuation. You have formatted some of them correctly but there is also a number at them sitting at the top of the submission that don't seem to be doing anything. Also, in the first paragraph there is an external link acting an inline reference, this should be re-formatted. Additionally, the submission currently displays as a wall of text and should be broken into section in the format of a Wikipedia article—see WP:MOS. The 'bull points' (•) should be removed. If you are struggling with editing in Wikimarkup, check out the cheatsheet for help.  talk to me 

""",news_info,0,0,0.0,1.0,0,B,0,0,0,0,0,0,0,0,0
193,193,"It seems that section was already accumulating unnecessary links.  But you're right, it's something that should be discussed on the talk page first, so I have undone my edit.","It seems that section was already accumulating unnecessary links.  But you're right, it's something that should be discussed on the talk page first, so I have undone my edit.",general,0,0,0.0,1.0,0,A,0,0,0,0,0,0,0,0,0
194,194,"Herb for life, bitch!","Herb for life, bitch!",general,1,0,0.5192,0.7808,2,A,0,30,2,1,0,1,0,1,1
195,195,"""
Keep your thieving aussie hands of my nomination DHMO )    Chat   ""","""
Keep your thieving aussie hands of my nomination DHMO )    Chat   """,general,1,0,0.0339,0.8339,0,B,0,0,0,0,0,0,0,1,1
196,196,"Heil Hitler
White Power
God Is A Bitch
Pussy=Tasty","Heil Hitler
White Power
God Is A Bitch
Pussy=Tasty",sexual,1,2,0.5158,0.8658,0,A,0,0,0,0,0,0,2,0,1
197,197,"Hi! and Fuck You! 

Eat shit, fucktard.","Hi! and Fuck You! 

Eat shit, fucktard.",sexual,1,0,0.3965,0.9035,0,B,0,20,8,2,0,0,0,1,1
198,198,"Beeblebrox, you f*cking prost!tute 

Beeblebrox, you blocked me. You spilled water over all the countless hours I spent editing Wikipedia, the tireless edits I made. My eyes and sleep became bad.

YOU F*CKING PROST!TUTE.","Beeblebrox, you f*cking prost!tute 

Beeblebrox, you blocked me. You spilled water over all the countless hours I spent editing Wikipedia, the tireless edits I made. My eyes and sleep became bad.

YOU F*CKING PROST!TUTE.",general,1,2,0.5908,0.9408,0,A,0,0,0,0,0,0,2,0,1
199,199,"""
You are welcome to edit the article and add verifiable info. However, by looking at the link above, it looks to me like it is talking about the history of the current FBI Name Check. This article is primarily about FBI Name Check in the form that it exists today, as practiced for the last 10-15 years or so. Perhaps one could add a """"history"""" section to this article and add some info there about how the FBI Name Check evolved.   ""","""
You are welcome to edit the article and add verifiable info. However, by looking at the link above, it looks to me like it is talking about the history of the current FBI Name Check. This article is primarily about FBI Name Check in the form that it exists today, as practiced for the last 10-15 years or so. Perhaps one could add a """"history"""" section to this article and add some info there about how the FBI Name Check evolved.   """,news_info,0,0,0.0,1.0,1,B,0,3,8,4,0,1,0,0,0
200,200,"bite me 

that is all.  cunt198.111.56.230","bite me 

that is all.  cunt198.111.56.230",general,1,0,0.1755,0.9755,0,B,0,1,6,2,0,2,0,1,1
201,201,"You don't want people to know the TRUTH about utorrant, you FAG!","You don't want people to know the TRUTH about utorrant, you FAG!",general,1,0,0.2506,0.9494,0,B,0,0,0,0,0,0,0,1,1
202,202,"Who are You? Where is you name and Address ? 

Utkarshraj Atmaram is a friendly Wikipedia administrator from India, who lives in Canada. He joined Wikipedia on 26 March, 2004 and became an administrator in February, 2005. On Wikipedia, he is better known as Utcursch (talk · contribs · blocks · protections · deletions · page moves · rights). As an admin, he is open to recall. If you feel that he has abused his admin powers, you may also file an RfC against him. Utcursch is also an OTRS volunteer. [edit]Bookmarks
User:Utcursch/plagiarism from Wikipedia User:Utcursch/Migrate Infobox Indian Jurisdiction to Infobox settlement User:Utcursch/Migrate Infobox Indian Jurisdiction to Infobox settlement/main.js User:Svick/WikiProject cleanup listing India-related articles needing cleanup (warning: HUGE) Wikipedia:WikiProject India/Requested articles Special:FeedbackDashboard Wikipedia:Database reports — Preceding","Who are You? Where is you name and Address ? 

Utkarshraj Atmaram is a friendly Wikipedia administrator from India, who lives in Canada. He joined Wikipedia on 26 March, 2004 and became an administrator in February, 2005. On Wikipedia, he is better known as Utcursch (talk · contribs · blocks · protections · deletions · page moves · rights). As an admin, he is open to recall. If you feel that he has abused his admin powers, you may also file an RfC against him. Utcursch is also an OTRS volunteer. [edit]Bookmarks
User:Utcursch/plagiarism from Wikipedia User:Utcursch/Migrate Infobox Indian Jurisdiction to Infobox settlement User:Utcursch/Migrate Infobox Indian Jurisdiction to Infobox settlement/main.js User:Svick/WikiProject cleanup listing India-related articles needing cleanup (warning: HUGE) Wikipedia:WikiProject India/Requested articles Special:FeedbackDashboard Wikipedia:Database reports — Preceding",news_info,0,0,0.2111,0.7889,0,A,0,0,0,0,0,0,0,0,0
203,203,"Prison Break Edit 

I work on the show and i currently know that Prison Break Cherry Hill is only a rumor and the only thing that has been evolved is the name. no characters, stories, or anything else has been created. no one is writing or directing the pilot for the supposed spin-off, so i erased the blurb in the wiki page. and i will keep doing it til everyone knows PB:CH isnt happening.","Prison Break Edit 

I work on the show and i currently know that Prison Break Cherry Hill is only a rumor and the only thing that has been evolved is the name. no characters, stories, or anything else has been created. no one is writing or directing the pilot for the supposed spin-off, so i erased the blurb in the wiki page. and i will keep doing it til everyone knows PB:CH isnt happening.",general,0,0,0.0136,0.9864,0,A,0,0,0,0,0,0,0,0,0
204,204,"""

 Please do not vandalize pages, as you did with this edit to Ice-T. If you continue to do so, you will be blocked from editing.   Waters ""","""

 Please do not vandalize pages, as you did with this edit to Ice-T. If you continue to do so, you will be blocked from editing.   Waters """,general,0,0,0.0966,0.9034,0,A,0,0,0,0,0,0,0,0,0
205,205,I think I made my point.,I think I made my point.,personal,0,0,0.0,1.0,0,B,0,0,0,0,0,0,0,0,0
206,206,"What about fascinators that were less fortunate? 

I demand a separate article for insubstantial fascinator as opposed to substantial ones!","What about fascinators that were less fortunate? 

I demand a separate article for insubstantial fascinator as opposed to substantial ones!",general,0,0,0.0,1.0,1,A,0,0,0,0,0,0,0,0,0
207,207,which one you faild the exams or the names? I've heard that bulgarian women don't wash...errr that's stinky smelling bad..,which one you faild the exams or the names? I've heard that bulgarian women don't wash...errr that's stinky smelling bad..,general,1,1,0.2235,0.8735,0,A,0,0,0,0,0,0,1,0,1
208,208,Ohhhhhhh No! TBeatty filed a complaint against me for reposting my observations and collegial advice! -,Ohhhhhhh No! TBeatty filed a complaint against me for reposting my observations and collegial advice! -,general,0,0,0.0,1.0,0,A,0,0,0,0,0,0,0,0,0
209,209,"Wikipedia Ettiquette 

All the free porn you will ever need, you fucking dickwad, is available at www.youporn.com","Wikipedia Ettiquette 

All the free porn you will ever need, you fucking dickwad, is available at www.youporn.com",sexual,1,0,0.1183,0.8683,0,A,0,0,0,0,0,0,0,1,1
